Delivery_ID,Order_ID,Warehouse,Shipment_Type,Promised_Days,Actual_Delivery_Days,Shipping_Cost_INR,Delivery_Status,Ship_Date
D002876,O002876,Delhi NCR,Standard,5,7,195.24,Late,14-12-24
D002877,O002877,Kolkata,Standard,5,3,188.25,On Time,17-03-24
D002878,O002878,Bengaluru,Standard,3,5,262.55,Late,27-04-25
D002879,O002879,Mumbai,Standard,5,2,274.49,On Time,04-07-25
D002880,O002880,Delhi NCR,Standard,3,2,252.28,On Time,04-01-25
D002881,O002881,Kolkata,Standard,7,9,185.65,Late,25-06-25
D002882,O002882,Mumbai,Express,7,4,146.04,On Time,31-05-25
D002883,O002883,Bengaluru,Express,3,3,198.22,On Time,10-10-25
D002884,O002884,Delhi NCR,Standard,5,6,220.87,Late,04-08-24
D002885,O002885,Hyderabad,Standard,5,1,191.07,On Time,22-07-25
D002886,O002886,Bengaluru,Standard,3,7,215.79,Late,03-11-25
D002887,O002887,Mumbai,Standard,5,2,47.45,On Time,17-11-24
D002888,O002888,Delhi NCR,Standard,5,1,35.66,On Time,07-12-25
D002889,O002889,Delhi NCR,Standard,7,9,260.86,Late,27-12-24
D002890,O002890,Delhi NCR,Standard,7,7,103.94,On Time,11-12-25
D002891,O002891,Delhi NCR,Standard,7,6,233.3,On Time,03-02-24
D002892,O002892,Mumbai,Standard,5,2,221.22,On Time,16-06-24
D002893,O002893,Mumbai,Standard,5,7,231.92,Late,24-05-25
D002894,O002894,Delhi NCR,Standard,5,4,196.95,On Time,09-10-25
D002895,O002895,Mumbai,Standard,5,1,119.09,On Time,25-04-24
D002896,O002896,Mumbai,Standard,7,5,160.3,On Time,15-05-24
D002897,O002897,Hyderabad,Standard,5,6,260.22,Late,07-11-25
D002898,O002898,Bengaluru,Standard,5,6,231.64,Late,15-06-24
D002899,O002899,Delhi NCR,Standard,5,6,44.87,Late,29-01-25
D002900,O002900,Delhi NCR,Express,5,3,268.09,On Time,15-11-24
D002901,O002901,Kolkata,Standard,3,2,271.24,On Time,27-01-25
D002902,O002902,Hyderabad,Standard,7,3,65.27,On Time,29-11-25
D002903,O002903,Delhi NCR,Standard,5,1,180.82,On Time,24-04-25
D002904,O002904,Bengaluru,Standard,3,6,254.56,Late,06-11-25
D002905,O002905,Mumbai,Standard,5,1,95.51,On Time,01-01-24
D002906,O002906,Mumbai,Standard,7,3,257.09,On Time,10-07-24
D002907,O002907,Hyderabad,Standard,5,4,37.17,On Time,19-01-24
D002908,O002908,Kolkata,Standard,3,2,114.91,On Time,17-12-25
D002909,O002909,Mumbai,Standard,5,8,68.53,Late,17-09-25
D002910,O002910,Hyderabad,Standard,5,4,101.4,On Time,20-07-25
D002911,O002911,Hyderabad,Standard,7,7,45.72,On Time,07-01-24
D002912,O002912,Delhi NCR,Standard,5,4,275.75,On Time,25-05-25
D002913,O002913,Bengaluru,Standard,7,7,268.51,On Time,05-11-25
D002914,O002914,Hyderabad,Standard,3,7,231.25,Late,28-09-25
D002915,O002915,Bengaluru,Standard,3,5,190.06,Late,03-08-24
D002916,O002916,Mumbai,Express,3,1,167.89,On Time,07-11-24
D002917,O002917,Mumbai,Express,7,6,96.24,On Time,05-02-25
D002918,O002918,Delhi NCR,Standard,5,2,113.57,On Time,05-10-25
D002919,O002919,Delhi NCR,Standard,5,2,46.91,On Time,15-05-25
D002920,O002920,Bengaluru,Standard,7,3,127.76,On Time,25-11-25
D002921,O002921,Bengaluru,Standard,5,6,127.26,Late,17-07-25
D002922,O002922,Bengaluru,Standard,5,2,132.92,On Time,12-04-25
D002923,O002923,Kolkata,Standard,7,2,155.18,On Time,10-11-24
D002924,O002924,Delhi NCR,Standard,5,2,197.08,On Time,10-07-24
D002925,O002925,Hyderabad,Standard,7,6,82.06,On Time,16-10-24
D002926,O002926,Mumbai,Standard,3,8,90.9,Late,30-12-24
D002927,O002927,Bengaluru,Standard,3,6,169.78,Late,13-09-25
D002928,O002928,Delhi NCR,Standard,5,6,172.09,Late,23-11-25
D002929,O002929,Hyderabad,Standard,5,8,226.09,Late,07-04-25
D002930,O002930,Delhi NCR,Standard,5,4,215.64,On Time,29-06-24
D002931,O002931,Mumbai,Standard,5,4,151.61,On Time,05-09-25
D002932,O002932,Hyderabad,Standard,5,5,193.61,On Time,19-02-25
D002933,O002933,Kolkata,Standard,5,5,222.19,On Time,27-01-24
D002934,O002934,Delhi NCR,Standard,3,5,120.35,Late,17-09-25
D002935,O002935,Hyderabad,Standard,7,5,112.91,On Time,18-03-25
D002936,O002936,Bengaluru,Standard,5,8,160.34,Late,15-07-25
D002937,O002937,Mumbai,Standard,7,4,59.71,On Time,13-04-24
D002938,O002938,Mumbai,Standard,5,9,71.72,Late,26-04-24
D002939,O002939,Bengaluru,Standard,5,3,221.47,On Time,06-05-25
D002940,O002940,Mumbai,Express,7,4,272,On Time,23-06-24
D002941,O002941,Hyderabad,Standard,5,6,102.74,Late,06-02-25
D002942,O002942,Bengaluru,Standard,3,1,60.57,On Time,07-10-25
D002943,O002943,Hyderabad,Standard,5,6,70.39,Late,05-04-24
D002944,O002944,Mumbai,Standard,5,7,82.67,Late,16-05-25
D002945,O002945,Mumbai,Standard,7,4,35.58,On Time,18-07-25
D002946,O002946,Mumbai,Standard,5,6,55.97,Late,01-07-25
D002947,O002947,Hyderabad,Standard,7,3,66.74,On Time,29-06-24
D002948,O002948,Kolkata,Standard,3,3,266.72,On Time,07-12-24
D002949,O002949,Delhi NCR,Standard,7,2,213.52,On Time,20-06-25
D002950,O002950,Bengaluru,Standard,5,1,71.14,On Time,17-05-24
D002951,O002951,Kolkata,Standard,5,4,133.9,On Time,14-11-25
D002952,O002952,Hyderabad,Standard,3,4,121.83,Late,08-10-25
D002953,O002953,Delhi NCR,Standard,3,5,252.3,Late,11-01-25
D002954,O002954,Bengaluru,Standard,5,4,176.41,On Time,13-10-24
D002955,O002955,Hyderabad,Standard,3,4,229.39,Late,27-07-24
D002956,O002956,Bengaluru,Standard,3,9,68.53,Late,24-10-24
D002957,O002957,Bengaluru,Express,5,6,141.48,Late,14-05-25
D002958,O002958,Bengaluru,Standard,3,4,39.3,Late,26-02-24
D002959,O002959,Hyderabad,Standard,5,3,249.73,On Time,13-09-24
D002960,O002960,Mumbai,Standard,7,5,154.62,On Time,01-10-24
D002961,O002961,Mumbai,Standard,5,5,257.59,On Time,25-05-24
D002962,O002962,Bengaluru,Standard,5,2,76.44,On Time,21-05-24
D002963,O002963,Kolkata,Standard,5,4,44.45,On Time,28-03-25
D002964,O002964,Delhi NCR,Express,3,1,144.53,On Time,13-12-24
D002965,O002965,Hyderabad,Standard,7,4,147.17,Late,25-03-24
D002966,O002966,Bengaluru,Standard,3,8,102.92,Late,26-01-24
D002967,O002967,Mumbai,Standard,5,5,158.95,On Time,11-09-24
D002968,O002968,Mumbai,Standard,5,5,137.79,On Time,27-06-24
D002969,O002969,Hyderabad,Standard,3,5,255.23,Late,16-02-25
D002970,O002970,Mumbai,Express,5,6,64.63,Late,22-01-25
D002971,O002971,Hyderabad,Standard,5,5,48.96,On Time,15-03-25
D002972,O002972,Hyderabad,Standard,5,5,67.88,On Time,21-01-24
D002973,O002973,Mumbai,Standard,3,2,150.75,On Time,18-10-24
D002974,O002974,Mumbai,Standard,5,5,255.94,On Time,22-01-25
D002975,O002975,Hyderabad,Standard,7,5,240.68,On Time,25-08-24
D002976,O002976,Mumbai,Standard,7,3,146.91,On Time,25-02-24
D002977,O002977,Bengaluru,Express,5,8,62.2,Late,11-06-25
D002978,O002978,Bengaluru,Standard,3,5,87.56,Late,14-06-25
D002979,O002979,Mumbai,Standard,5,8,97.85,Late,23-07-24
D002980,O002980,Bengaluru,Standard,5,1,234.12,On Time,23-03-25
D002981,O002981,Kolkata,Standard,7,7,263.99,On Time,24-07-25
D002982,O002982,Delhi NCR,Standard,7,6,260.34,On Time,08-01-24
D002983,O002983,Delhi NCR,Express,5,8,206.92,Late,08-02-24
D002984,O002984,Bengaluru,Standard,7,4,59.95,On Time,24-11-25
D002985,O002985,Bengaluru,Standard,5,4,240.58,On Time,24-02-25
D002986,O002986,Hyderabad,Standard,7,6,251.7,On Time,15-11-25
D002987,O002987,Kolkata,Express,5,5,242.84,On Time,12-12-24
D002988,O002988,Bengaluru,Standard,3,6,274.55,Late,14-06-25
D002989,O002989,Mumbai,Standard,3,6,89.14,Late,24-01-24
D002990,O002990,Hyderabad,Standard,5,6,201.82,Late,31-05-25
D002991,O002991,Mumbai,Standard,3,5,242.73,Late,16-11-24
D002992,O002992,Bengaluru,Standard,5,5,241.32,On Time,09-01-24
D002993,O002993,Mumbai,Standard,5,4,243.66,On Time,02-07-24
D002994,O002994,Kolkata,Standard,5,7,36.43,Late,26-02-24
D002995,O002995,Bengaluru,Standard,3,3,95.8,On Time,30-06-24
D002996,O002996,Hyderabad,Standard,5,5,89.55,On Time,29-03-24
D002997,O002997,Kolkata,Standard,3,4,261.36,Late,19-11-24
D002998,O002998,Bengaluru,Standard,7,5,232.16,On Time,18-10-24
D002999,O002999,Bengaluru,Standard,5,1,166.16,On Time,17-03-24
D003000,O003000,Delhi NCR,Standard,5,3,217.53,On Time,20-08-24
D003001,O003001,Kolkata,Standard,7,4,136.14,On Time,20-09-25
D003002,O003002,Delhi NCR,Standard,5,7,60.11,Late,12-03-24
D003003,O003003,Hyderabad,Express,3,2,226.07,On Time,04-05-24
D003004,O003004,Hyderabad,Standard,5,10,119.11,Late,20-03-25
D003005,O003005,Delhi NCR,Standard,5,4,161.12,On Time,21-01-25
D003006,O003006,Hyderabad,Standard,5,2,85.56,On Time,04-04-24
D003007,O003007,Mumbai,Standard,5,4,115.59,On Time,19-07-24
D003008,O003008,Delhi NCR,Standard,7,4,143.93,On Time,29-02-24
D003009,O003009,Mumbai,Standard,7,3,205.99,On Time,15-08-25
D003010,O003010,Hyderabad,Express,3,2,197.53,On Time,21-12-25
D003011,O003011,Hyderabad,Standard,5,1,157.25,On Time,10-03-25
D003012,O003012,Bengaluru,Standard,3,6,67.77,Late,24-11-24
D003013,O003013,Delhi NCR,Standard,5,6,268.34,Late,02-07-25
D003014,O003014,Bengaluru,Standard,5,5,102.56,On Time,23-05-25
D003015,O003015,Hyderabad,Standard,5,7,89.7,Late,30-01-25
D003016,O003016,Kolkata,Standard,5,6,99.97,Late,29-06-25
D003017,O003017,Hyderabad,Standard,3,3,158.39,On Time,15-03-24
D003018,O003018,Kolkata,Standard,5,5,231.6,On Time,01-04-24
D003019,O003019,Bengaluru,Standard,5,3,156.52,On Time,10-04-24
D003020,O003020,Mumbai,Standard,7,5,58.04,On Time,11-11-24
D003021,O003021,Delhi NCR,Standard,3,7,204.73,Late,11-05-24
D003022,O003022,Bengaluru,Express,5,6,203.23,Late,09-10-25
D003023,O003023,Kolkata,Standard,7,4,222.13,On Time,17-08-24
D003024,O003024,Bengaluru,Standard,5,9,193.08,Late,27-11-24
D003025,O003025,Mumbai,Express,5,4,151,On Time,28-10-24
D003026,O003026,Delhi NCR,Express,5,7,41.44,Late,27-11-25
D003027,O003027,Bengaluru,Express,5,1,53.53,On Time,01-07-25
D003028,O003028,Bengaluru,Express,7,7,272.1,On Time,05-05-24
D003029,O003029,Delhi NCR,Express,5,5,191.66,On Time,25-07-25
D003030,O003030,Mumbai,Standard,7,3,125.92,On Time,20-11-25
D003031,O003031,Bengaluru,Express,5,7,104.8,Late,30-05-25
D003032,O003032,Hyderabad,Express,5,3,232.19,On Time,18-01-25
D003033,O003033,Bengaluru,Standard,3,4,201.08,Late,06-10-25
D003034,O003034,Kolkata,Standard,5,6,42.62,Late,27-12-24
D003035,O003035,Kolkata,Standard,5,6,48.99,Late,07-08-25
D003036,O003036,Bengaluru,Express,5,8,222.28,Late,05-11-25
D003037,O003037,Kolkata,Express,5,4,218.83,On Time,18-12-24
D003038,O003038,Mumbai,Standard,5,7,129.28,Late,02-02-24
D003039,O003039,Kolkata,Standard,5,8,167.46,Late,08-09-25
D003040,O003040,Kolkata,Standard,5,3,180.86,On Time,03-07-24
D003041,O003041,Kolkata,Standard,3,7,272.54,Late,15-12-25
D003042,O003042,Mumbai,Standard,3,8,135.72,Late,08-02-24
D003043,O003043,Hyderabad,Standard,5,6,185.88,Late,28-03-24
D003044,O003044,Hyderabad,Standard,5,2,103.79,On Time,18-10-24
D003045,O003045,Hyderabad,Standard,5,2,186.94,On Time,25-01-25
D003046,O003046,Bengaluru,Standard,5,7,68.13,Late,04-12-25
D003047,O003047,Delhi NCR,Standard,7,6,264.46,On Time,28-08-25
D003048,O003048,Mumbai,Standard,5,3,158,On Time,10-01-24
D003049,O003049,Hyderabad,Standard,5,11,184.17,Late,26-09-25
D003050,O003050,Mumbai,Standard,3,2,64.79,On Time,06-05-25
D003051,O003051,Hyderabad,Standard,5,4,249.22,On Time,12-09-24
D003052,O003052,Hyderabad,Standard,5,5,277.47,On Time,26-07-24
D003053,O003053,Bengaluru,Standard,5,7,154.36,Late,29-01-25
D003054,O003054,Hyderabad,Standard,7,1,69.12,On Time,06-02-24
D003055,O003055,Hyderabad,Standard,5,3,189.34,On Time,09-03-24
D003056,O003056,Hyderabad,Standard,3,5,174.19,Late,20-04-25
D003057,O003057,Mumbai,Standard,5,5,198.4,On Time,04-06-24
D003058,O003058,Delhi NCR,Standard,5,6,170.24,Late,28-01-25
D003059,O003059,Mumbai,Standard,5,1,228.75,On Time,12-02-24
D003060,O003060,Kolkata,Standard,3,6,125.98,Late,23-11-24
D003061,O003061,Delhi NCR,Standard,5,6,263.9,Late,08-03-24
D003062,O003062,Hyderabad,Express,5,8,59.82,Late,07-07-25
D003063,O003063,Mumbai,Express,5,7,81.43,Late,29-10-25
D003064,O003064,Hyderabad,Standard,5,3,238.04,On Time,02-02-24
D003065,O003065,Mumbai,Standard,5,10,52.09,Late,08-01-26
D003066,O003066,Mumbai,Standard,3,5,166.42,Late,31-08-25
D003067,O003067,Kolkata,Standard,5,9,275.6,Late,27-06-25
D003068,O003068,Bengaluru,Standard,5,5,237.58,On Time,27-10-24
D003069,O003069,Mumbai,Standard,5,8,241.07,Late,02-11-25
D003070,O003070,Kolkata,Standard,5,4,114.92,On Time,30-08-24
D003071,O003071,Hyderabad,Standard,5,5,66.92,On Time,02-04-25
D003072,O003072,Mumbai,Standard,5,7,242.18,Late,29-11-25
D003073,O003073,Mumbai,Standard,5,1,208.15,On Time,24-06-24
D003074,O003074,Hyderabad,Standard,5,3,223.92,On Time,24-08-25
D003075,O003075,Mumbai,Standard,7,7,176.17,On Time,16-10-24
D003076,O003076,Delhi NCR,Express,3,4,223.14,Late,02-07-25
D003077,O003077,Bengaluru,Standard,5,5,157.21,On Time,21-01-24
D003078,O003078,Bengaluru,Standard,3,6,204.77,Late,04-12-25
D003079,O003079,Hyderabad,Standard,5,5,250.87,On Time,22-09-24
D003080,O003080,Delhi NCR,Express,5,8,277.65,Late,19-07-25
D003081,O003081,Delhi NCR,Standard,5,4,264.64,On Time,15-04-24
D003082,O003082,Bengaluru,Standard,7,4,127.5,On Time,24-11-25
D003083,O003083,Hyderabad,Standard,5,6,151.88,Late,15-10-25
D003084,O003084,Bengaluru,Standard,7,4,232.97,On Time,20-02-25
D003085,O003085,Delhi NCR,Standard,3,5,74.58,Late,29-03-25
D003086,O003086,Delhi NCR,Standard,5,5,50.53,On Time,08-02-25
D003087,O003087,Hyderabad,Standard,5,6,162.18,Late,10-04-24
D003088,O003088,Kolkata,Standard,5,3,200.48,On Time,15-08-24
D003089,O003089,Mumbai,Standard,5,3,76.96,On Time,11-05-25
D003090,O003090,Bengaluru,Standard,5,5,77.37,On Time,26-02-25
D003091,O003091,Mumbai,Standard,5,4,250.59,On Time,01-05-25
D003092,O003092,Delhi NCR,Express,5,4,150.28,On Time,02-03-24
D003093,O003093,Delhi NCR,Standard,3,8,246.8,Late,20-01-24
D003094,O003094,Hyderabad,Standard,7,2,128.94,On Time,05-09-25
D003095,O003095,Mumbai,Standard,5,3,122.68,On Time,19-05-24
D003096,O003096,Hyderabad,Standard,5,2,68.95,On Time,22-01-24
D003097,O003097,Mumbai,Standard,5,8,120.63,Late,15-02-25
D003098,O003098,Delhi NCR,Express,5,5,104.9,On Time,17-08-25
D003099,O003099,Delhi NCR,Standard,5,5,270.88,On Time,13-03-25
D003100,O003100,Hyderabad,Standard,7,6,81.9,On Time,10-10-24
D003101,O003101,Hyderabad,Standard,5,7,169.57,Late,05-10-24
D003102,O003102,Delhi NCR,Express,5,2,119.53,On Time,07-05-25
D003103,O003103,Bengaluru,Standard,5,6,237.88,Late,29-07-25
D003104,O003104,Hyderabad,Express,5,4,40.39,On Time,15-10-25
D003105,O003105,Mumbai,Standard,3,3,254.38,On Time,25-01-24
D003106,O003106,Mumbai,Standard,5,5,239.9,On Time,27-03-24
D003107,O003107,Delhi NCR,Standard,5,6,63,Late,14-06-24
D003108,O003108,Mumbai,Standard,5,4,49.27,On Time,04-12-25
D003109,O003109,Bengaluru,Standard,5,10,175.93,Late,20-09-24
D003110,O003110,Bengaluru,Express,7,3,242.78,On Time,05-01-24
D003111,O003111,Delhi NCR,Standard,3,7,93.32,Late,26-06-24
D003112,O003112,Hyderabad,Standard,5,3,212.81,On Time,06-04-25
D003113,O003113,Delhi NCR,Standard,5,5,198.31,On Time,24-03-24
D003114,O003114,Delhi NCR,Standard,3,9,151.89,Late,03-07-24
D003115,O003115,Delhi NCR,Standard,5,5,126.7,On Time,13-11-25
D003116,O003116,Delhi NCR,Standard,5,4,54.33,On Time,12-10-25
D003117,O003117,Mumbai,Standard,5,5,75.04,On Time,18-02-25
D003118,O003118,Kolkata,Standard,5,3,259.08,On Time,05-03-24
D003119,O003119,Hyderabad,Standard,5,7,91.06,Late,12-09-24
D003120,O003120,Delhi NCR,Express,7,5,56.76,On Time,19-10-25
D003121,O003121,Bengaluru,Standard,7,7,98.17,On Time,01-06-24
D003122,O003122,Mumbai,Standard,7,4,267.53,On Time,09-05-25
D003123,O003123,Hyderabad,Express,5,5,119.71,On Time,18-04-25
D003124,O003124,Kolkata,Express,5,5,160.57,On Time,15-03-24
D003125,O003125,Delhi NCR,Standard,5,3,80.25,On Time,07-10-24
D003126,O003126,Hyderabad,Express,3,2,166.28,On Time,07-02-24
D003127,O003127,Kolkata,Standard,5,4,278.43,On Time,25-07-25
D003128,O003128,Delhi NCR,Standard,3,4,135.57,Late,25-06-24
D003129,O003129,Delhi NCR,Standard,3,5,220.22,Late,28-12-25
D003130,O003130,Bengaluru,Standard,5,1,265,On Time,06-09-25
D003131,O003131,Kolkata,Standard,5,4,276.96,On Time,26-02-25
D003132,O003132,Hyderabad,Standard,5,4,237.47,On Time,30-01-24
D003133,O003133,Bengaluru,Standard,7,7,83.61,On Time,04-09-25
D003134,O003134,Mumbai,Express,5,7,240.61,Late,26-05-25
D003135,O003135,Mumbai,Standard,5,7,215.1,Late,07-11-25
D003136,O003136,Bengaluru,Express,5,2,248.71,On Time,11-06-24
D003137,O003137,Bengaluru,Standard,7,3,235.83,On Time,17-03-24
D003138,O003138,Mumbai,Standard,5,8,221.03,Late,19-11-25
D003139,O003139,Bengaluru,Standard,5,3,180.86,On Time,08-08-25
D003140,O003140,Hyderabad,Standard,7,3,208.17,On Time,19-05-25
D003141,O003141,Hyderabad,Standard,5,5,122.51,On Time,31-10-24
D003142,O003142,Delhi NCR,Standard,7,6,277.11,On Time,27-10-25
D003143,O003143,Hyderabad,Express,5,5,253.29,On Time,17-05-25
D003144,O003144,Kolkata,Standard,5,4,196.95,On Time,22-07-25
D003145,O003145,Hyderabad,Express,5,7,141.25,Late,16-01-24
D003146,O003146,Hyderabad,Standard,5,6,214.6,Late,22-06-25
D003147,O003147,Hyderabad,Standard,7,7,82.88,On Time,07-05-25
D003148,O003148,Bengaluru,Standard,5,4,113.69,On Time,10-04-24
D003149,O003149,Kolkata,Standard,5,2,189.17,On Time,22-10-24
D003150,O003150,Hyderabad,Standard,7,2,72.83,On Time,13-09-24
D003151,O003151,Delhi NCR,Standard,5,8,133.86,Late,25-01-24
D003152,O003152,Mumbai,Standard,3,1,94.25,On Time,27-06-24
D003153,O003153,Kolkata,Standard,7,6,237.76,On Time,04-10-24
D003154,O003154,Delhi NCR,Standard,5,5,99.64,On Time,02-08-25
D003155,O003155,Kolkata,Standard,7,5,134.34,On Time,13-12-24
D003156,O003156,Bengaluru,Standard,5,1,125.44,On Time,09-09-25
D003157,O003157,Bengaluru,Standard,5,6,142.45,Late,04-06-25
D003158,O003158,Kolkata,Standard,3,8,276.98,Late,14-12-25
D003159,O003159,Kolkata,Standard,5,5,39.2,On Time,25-05-24
D003160,O003160,Delhi NCR,Standard,3,4,169.08,Late,26-03-24
D003161,O003161,Bengaluru,Standard,5,5,230.93,On Time,13-11-24
D003162,O003162,Hyderabad,Express,5,4,237.79,On Time,28-11-24
D003163,O003163,Kolkata,Standard,5,7,78.22,Late,22-02-25
D003164,O003164,Delhi NCR,Standard,3,4,42.83,Late,16-06-25
D003165,O003165,Hyderabad,Standard,5,4,160.79,On Time,08-08-25
D003166,O003166,Delhi NCR,Standard,5,7,90.1,Late,02-12-25
D003167,O003167,Kolkata,Standard,7,6,38.36,On Time,17-03-24
D003168,O003168,Delhi NCR,Standard,5,6,113.58,Late,19-09-24
D003169,O003169,Hyderabad,Standard,7,7,72.38,On Time,27-05-24
D003170,O003170,Delhi NCR,Standard,5,4,112.5,On Time,28-03-25
D003171,O003171,Bengaluru,Express,5,5,250.59,On Time,25-06-24
D003172,O003172,Mumbai,Standard,5,4,274.88,On Time,20-10-25
D003173,O003173,Delhi NCR,Standard,7,6,172.27,On Time,22-03-25
D003174,O003174,Delhi NCR,Standard,5,6,35.86,Late,28-03-25
D003175,O003175,Kolkata,Standard,3,3,126.54,On Time,05-10-24
D003176,O003176,Bengaluru,Standard,5,3,215.33,On Time,18-12-24
D003177,O003177,Hyderabad,Standard,3,3,247.16,On Time,08-10-24
D003178,O003178,Delhi NCR,Standard,5,7,106.5,Late,24-07-25
D003179,O003179,Hyderabad,Standard,5,4,86.82,On Time,09-05-24
D003180,O003180,Kolkata,Standard,5,5,53.3,On Time,04-11-24
D003181,O003181,Kolkata,Standard,3,3,114.17,On Time,28-06-25
D003182,O003182,Kolkata,Standard,5,4,198.1,On Time,05-12-24
D003183,O003183,Kolkata,Standard,3,4,102.96,Late,24-11-25
D003184,O003184,Mumbai,Standard,5,3,184.32,On Time,26-03-25
D003185,O003185,Mumbai,Standard,5,5,197.07,On Time,05-03-25
D003186,O003186,Kolkata,Standard,7,5,144.56,On Time,18-05-24
D003187,O003187,Bengaluru,Standard,5,4,119.15,On Time,06-08-24
D003188,O003188,Mumbai,Standard,5,3,82.25,On Time,11-12-25
D003189,O003189,Mumbai,Standard,5,5,257.93,On Time,23-12-25
D003190,O003190,Delhi NCR,Standard,7,1,241.02,On Time,13-07-24
D003191,O003191,Bengaluru,Standard,5,6,99.12,Late,01-11-25
D003192,O003192,Bengaluru,Standard,5,7,102.05,Late,20-02-24
D003193,O003193,Mumbai,Standard,5,5,81.3,On Time,11-01-25
D003194,O003194,Delhi NCR,Standard,5,8,235.49,Late,25-02-25
D003195,O003195,Mumbai,Standard,3,2,153.15,On Time,18-09-24
D003196,O003196,Bengaluru,Standard,3,4,45.63,Late,07-02-25
D003197,O003197,Mumbai,Standard,5,8,115.27,Late,20-02-25
D003198,O003198,Mumbai,Standard,7,6,134.64,On Time,25-12-24
D003199,O003199,Mumbai,Express,7,5,37.09,On Time,18-10-25
D003200,O003200,Mumbai,Express,5,4,262.31,On Time,20-04-25
D003201,O003201,Mumbai,Standard,3,7,211.34,Late,10-03-25
D003202,O003202,Mumbai,Standard,5,4,114.48,On Time,12-01-25
D003203,O003203,Delhi NCR,Standard,5,3,232.98,On Time,29-04-25
D003204,O003204,Mumbai,Standard,3,7,223.5,Late,15-07-25
D003205,O003205,Mumbai,Standard,5,6,225.32,Late,27-10-25
D003206,O003206,Delhi NCR,Express,5,3,262.09,On Time,13-01-25
D003207,O003207,Mumbai,Express,7,5,164.69,On Time,15-04-25
D003208,O003208,Mumbai,Express,5,9,181.72,Late,24-06-25
D003209,O003209,Mumbai,Standard,5,3,204.69,On Time,26-08-25
D003210,O003210,Delhi NCR,Standard,5,2,262.36,On Time,13-11-24
D003211,O003211,Bengaluru,Standard,5,6,216.46,Late,14-10-25
D003212,O003212,Mumbai,Standard,5,8,99.16,Late,16-03-25
D003213,O003213,Kolkata,Express,5,1,62.87,On Time,04-05-25
D003214,O003214,Bengaluru,Standard,5,5,214.76,On Time,30-11-24
D003215,O003215,Mumbai,Express,7,3,253.5,On Time,15-12-24
D003216,O003216,Mumbai,Standard,5,4,116.87,On Time,11-05-25
D003217,O003217,Mumbai,Standard,5,2,75.27,On Time,11-09-25
D003218,O003218,Mumbai,Standard,5,1,233.19,On Time,10-08-25
D003219,O003219,Mumbai,Standard,5,8,122.77,Late,09-06-24
D003220,O003220,Bengaluru,Standard,3,4,278.48,Late,24-05-24
D003221,O003221,Hyderabad,Standard,5,2,68.72,On Time,11-09-24
D003222,O003222,Delhi NCR,Standard,3,1,47.67,On Time,15-09-25
D003223,O003223,Delhi NCR,Standard,5,7,229.65,Late,01-10-25
D003224,O003224,Bengaluru,Express,3,9,123.74,Late,12-05-25
D003225,O003225,Kolkata,Standard,5,4,249.79,On Time,12-05-24
D003226,O003226,Kolkata,Standard,5,5,198.79,On Time,12-01-25
D003227,O003227,Kolkata,Standard,5,6,40.32,Late,11-02-25
D003228,O003228,Mumbai,Standard,5,6,64.62,Late,10-11-25
D003229,O003229,Kolkata,Standard,5,10,208.48,Late,24-01-24
D003230,O003230,Mumbai,Standard,5,2,141.4,On Time,12-05-25
D003231,O003231,Mumbai,Standard,5,6,133.9,Late,08-01-25
D003232,O003232,Hyderabad,Standard,7,2,197.6,On Time,10-10-24
D003233,O003233,Hyderabad,Standard,3,7,257.73,Late,12-11-25
D003234,O003234,Delhi NCR,Standard,3,6,61.36,Late,26-08-24
D003235,O003235,Delhi NCR,Standard,5,7,130.57,Late,21-10-25
D003236,O003236,Hyderabad,Standard,5,4,214.2,On Time,30-08-25
D003237,O003237,Unknown,Standard,5,3,243.97,On Time,04-11-24
D003238,O003238,Bengaluru,Standard,7,7,127.68,On Time,30-01-24
